age,default,balance,housing,loan,previously_success,cluster
56.999999999999986,no,486.0000000000004,yes,no,no,2
41.99999999999998,no,50.00000000000002,no,no,no,1
30.0,no,151.99999999999983,yes,yes,no,3
60.00000000000001,no,290.0000000000001,yes,no,no,2
56.999999999999986,no,-36.999999999999964,no,no,no,1
35.99999999999999,no,100.99999999999996,yes,yes,no,3
55.00000000000002,no,382.99999999999966,no,no,no,1
60.00000000000001,no,80.99999999999994,yes,no,no,2
39.0,no,0.0,yes,no,no,2
45.99999999999999,no,229.00000000000006,yes,no,no,2
44.000000000000014,no,-674.0000000000002,yes,no,no,2
53.00000000000001,no,90.00000000000006,no,no,no,1
52.00000000000001,no,127.99999999999997,yes,no,no,2
58.999999999999986,no,178.99999999999986,yes,no,no,2
26.999999999999996,no,0.0,yes,no,no,2
44.000000000000014,no,54.000000000000014,yes,no,no,2
46.999999999999986,no,151.0,yes,no,no,2
33.99999999999999,no,61.000000000000064,no,yes,no,0
58.999999999999986,no,29.999999999999986,yes,no,no,2
45.0,no,522.9999999999994,yes,no,no,2
29.000000000000004,no,30.999999999999986,yes,no,no,2
45.99999999999999,no,78.99999999999997,no,no,no,1
56.00000000000001,no,-33.999999999999964,yes,yes,no,3
35.99999999999999,no,448.0000000000001,yes,no,no,2
58.999999999999986,no,80.99999999999994,yes,no,no,2
44.000000000000014,no,144.00000000000023,yes,no,no,2
40.999999999999986,no,350.9999999999999,yes,no,no,2
33.00000000000001,no,-67.00000000000001,yes,no,no,2
58.999999999999986,no,261.99999999999983,no,no,no,1
56.999999999999986,no,0.0,no,no,no,1
51.00000000000001,no,25.99999999999999,yes,no,no,2
42.99999999999999,no,40.999999999999986,yes,yes,no,3
52.00000000000001,no,7.000000000000005,no,yes,no,0
33.00000000000001,no,104.99999999999979,yes,no,no,2
29.000000000000004,no,817.9999999999995,yes,yes,no,3
33.99999999999999,no,-15.999999999999993,yes,yes,no,3
31.0,no,0.0,yes,no,no,2
55.00000000000002,no,2476.0000000000014,yes,no,no,2
32.000000000000014,no,216.99999999999997,yes,no,no,2
37.99999999999999,no,1685.0,yes,no,no,2
55.00000000000002,no,802.0000000000007,yes,yes,no,3
28.000000000000004,no,0.0,yes,no,no,2
23.000000000000004,no,93.99999999999991,yes,no,no,2
32.000000000000014,no,0.0,yes,no,no,2
32.000000000000014,no,516.9999999999994,yes,no,no,2
45.99999999999999,no,265.0000000000002,yes,no,no,2
53.00000000000001,no,946.9999999999987,yes,no,no,2
33.99999999999999,no,3.0000000000000053,yes,no,no,2
56.999999999999986,no,41.99999999999996,no,no,no,1
36.99999999999999,no,36.999999999999964,yes,no,no,2
58.999999999999986,no,56.999999999999936,yes,no,no,2
33.00000000000001,no,21.99999999999998,yes,no,no,2
56.00000000000001,no,8.000000000000009,yes,no,no,2
47.99999999999997,no,293.00000000000045,yes,no,no,2
42.99999999999999,no,3.0000000000000053,yes,no,no,2
54.000000000000014,no,347.99999999999994,yes,no,no,2
26.0,no,0.0,yes,no,no,2
40.00000000000002,no,-3.9999999999999973,yes,no,no,2
39.0,no,17.999999999999996,yes,no,no,2
50.0,no,139.00000000000006,no,no,no,1
40.999999999999986,no,0.0,yes,no,no,2
60.00000000000001,no,216.00000000000023,yes,no,no,2
52.00000000000001,no,782.0000000000011,yes,no,no,2
47.99999999999997,no,903.9999999999997,yes,no,no,2
39.0,no,47.00000000000003,yes,no,no,2
46.999999999999986,no,175.99999999999977,yes,no,no,2
40.00000000000002,no,1225.0000000000014,yes,no,no,2
45.0,no,86.0,yes,no,no,2
26.0,no,82.00000000000003,yes,no,no,2
52.00000000000001,no,270.9999999999999,yes,no,no,2
54.000000000000014,no,1378.0000000000002,yes,no,no,2
54.000000000000014,no,184.00000000000026,no,no,no,1
50.0,no,0.0,no,no,no,1
35.0,no,0.0,yes,no,no,2
44.000000000000014,no,1357.0000000000002,yes,yes,no,3
35.0,no,434.0000000000008,no,no,no,1
60.00000000000001,no,92.00000000000003,yes,no,no,2
53.00000000000001,no,1150.9999999999993,yes,no,no,2
47.99999999999997,no,40.999999999999986,yes,no,no,2
33.99999999999999,no,50.999999999999986,yes,no,no,2
54.000000000000014,no,214.0000000000001,yes,no,no,2
51.00000000000001,no,1160.9999999999986,yes,no,no,2
31.0,no,36.999999999999964,yes,no,no,2
35.0,no,786.9999999999994,yes,no,no,2
35.0,no,58.99999999999993,yes,no,no,2
37.99999999999999,no,252.99999999999977,yes,no,no,2
35.99999999999999,no,210.99999999999997,yes,no,no,2
58.000000000000014,no,235.0000000000003,yes,no,no,2
54.000000000000014,no,4080.0000000000036,no,no,no,1
33.99999999999999,no,52.999999999999936,yes,yes,no,3
31.0,no,0.0,yes,no,no,2
51.00000000000001,no,2126.9999999999986,yes,no,no,2
33.00000000000001,no,377.0000000000001,yes,no,no,2
55.00000000000002,no,72.9999999999999,yes,no,no,2
41.99999999999998,no,445.00000000000045,yes,no,no,2
33.99999999999999,no,243.00000000000006,yes,no,no,2
33.00000000000001,no,306.9999999999996,yes,no,no,2
37.99999999999999,no,155.0,yes,no,no,2
50.0,no,172.99999999999986,no,yes,no,0
42.99999999999999,no,400.0000000000004,yes,no,no,2
61.00000000000001,no,1428.0,yes,no,no,2
46.999999999999986,no,219.00000000000028,yes,no,no,2
47.99999999999997,no,7.000000000000005,yes,no,no,2
44.000000000000014,no,575.0000000000001,yes,no,no,2
35.0,no,0.0,yes,no,no,2
50.0,no,5698.999999999998,yes,no,no,2
40.999999999999986,no,175.99999999999977,yes,yes,no,3
40.999999999999986,no,516.9999999999994,yes,no,no,2
41.99999999999998,no,56.00000000000001,yes,no,no,2
37.99999999999999,no,-390.0,yes,no,no,2
53.00000000000001,no,330.0000000000003,yes,no,no,2
58.999999999999986,no,195.00000000000009,no,no,no,1
35.99999999999999,no,300.9999999999998,yes,no,no,2
54.000000000000014,no,-40.999999999999986,yes,no,no,2
40.00000000000002,no,482.9999999999998,yes,no,no,2
45.99999999999999,no,964.9999999999987,no,no,no,1
39.0,no,378.0,yes,yes,no,3
40.00000000000002,no,219.00000000000028,yes,no,no,2
28.000000000000004,no,323.99999999999994,yes,no,no,2
35.0,no,-69.00000000000003,yes,no,no,2
55.00000000000002,no,0.0,no,yes,no,0
47.99999999999997,no,277.99999999999943,yes,no,no,2
33.00000000000001,no,33.999999999999964,yes,no,no,2
53.00000000000001,no,1467.000000000001,yes,no,no,2
46.999999999999986,no,-12.000000000000012,yes,no,no,2
31.0,no,387.99999999999983,yes,no,no,2
56.999999999999986,no,293.99999999999983,yes,no,no,2
55.00000000000002,no,626.9999999999999,yes,no,no,2
45.0,no,25.000000000000004,yes,no,no,2
53.00000000000001,no,314.9999999999995,yes,no,no,2
36.99999999999999,no,0.0,yes,no,no,2
44.000000000000014,no,66.00000000000004,yes,no,no,2
48.99999999999997,no,-9.000000000000002,yes,yes,no,3
45.99999999999999,no,349.00000000000017,yes,yes,no,3
37.99999999999999,no,0.0,no,no,no,1
42.99999999999999,no,434.0000000000008,yes,no,no,2
48.99999999999997,no,3237.0000000000014,yes,no,no,2
22.0,no,0.0,yes,no,no,2
40.00000000000002,no,207.00000000000017,yes,no,no,2
39.0,no,482.9999999999998,yes,no,no,2
51.00000000000001,no,2248.000000000002,yes,no,no,2
48.99999999999997,no,427.9999999999996,yes,no,no,2
53.00000000000001,no,0.0,yes,yes,no,3
33.99999999999999,no,0.0,yes,no,no,2
33.00000000000001,no,140.00000000000003,yes,no,no,2
50.0,no,296.9999999999995,yes,no,no,2
39.0,no,278.9999999999999,yes,no,no,2
58.999999999999986,no,900.9999999999995,yes,no,no,2
30.0,no,2573.0000000000055,yes,no,no,2
35.99999999999999,no,143.00000000000014,yes,yes,no,3
40.00000000000002,no,475.00000000000017,yes,no,no,2
53.00000000000001,no,69.99999999999994,yes,no,no,2
33.99999999999999,no,317.99999999999994,yes,no,no,2
36.99999999999999,no,274.99999999999966,yes,no,no,2
41.99999999999998,no,742.0,yes,no,no,2
40.999999999999986,no,236.00000000000009,yes,no,no,2
30.0,no,25.000000000000004,yes,no,no,2
36.99999999999999,no,599.9999999999989,yes,no,no,2
39.0,no,-348.99999999999955,yes,no,no,2
40.999999999999986,no,182.9999999999999,yes,yes,no,3
40.00000000000002,no,0.0,yes,no,no,2
41.99999999999998,no,0.0,yes,yes,no,3
40.00000000000002,no,0.0,yes,no,no,2
56.999999999999986,no,1078.000000000001,yes,no,no,2
56.00000000000001,no,155.0,no,no,no,1
36.99999999999999,no,190.0,yes,no,no,2
58.999999999999986,no,319.0000000000002,yes,no,no,2
39.0,no,-185.00000000000009,yes,no,no,2
48.99999999999997,no,47.00000000000003,no,no,no,1
37.99999999999999,no,570.0000000000007,yes,no,no,2
35.99999999999999,no,19.000000000000014,no,no,no,1
50.0,no,61.000000000000064,yes,no,no,2
40.999999999999986,no,-61.99999999999999,yes,yes,no,3
54.000000000000014,no,257.99999999999966,no,no,no,1
58.000000000000014,no,76.00000000000001,yes,no,no,2
30.0,no,0.0,yes,no,no,2
33.00000000000001,no,352.0000000000002,yes,no,no,2
46.999999999999986,no,368.0000000000003,yes,no,no,2
50.0,no,339.0000000000001,yes,no,no,2
32.000000000000014,no,1330.999999999999,yes,no,no,2
40.00000000000002,no,672.0,yes,no,no,2
36.99999999999999,no,58.000000000000014,yes,no,no,2
23.999999999999996,no,423.0,yes,no,no,2
54.000000000000014,no,0.0,no,no,no,1
33.99999999999999,no,19.000000000000014,yes,no,no,2
56.00000000000001,no,13.000000000000016,yes,no,no,2
31.0,no,3.0000000000000053,yes,no,no,2
23.999999999999996,no,82.00000000000003,yes,no,no,2
41.99999999999998,no,27.99999999999998,yes,no,no,2
56.999999999999986,no,791.9999999999998,yes,no,no,2
51.00000000000001,no,531.0000000000001,yes,no,no,2
56.999999999999986,no,210.99999999999997,yes,no,no,2
35.99999999999999,no,62.00000000000005,yes,no,no,2
50.0,no,1233.9999999999993,yes,no,no,2
54.000000000000014,no,312.9999999999994,yes,no,no,2
55.00000000000002,no,89.0,yes,no,no,2
44.000000000000014,no,128.99999999999997,yes,yes,no,3
56.00000000000001,no,352.99999999999926,yes,no,no,2
55.00000000000002,no,95.99999999999991,yes,yes,no,3
36.99999999999999,no,397.9999999999998,yes,yes,no,3
33.00000000000001,no,193.0000000000002,no,no,no,1
45.99999999999999,no,-357.9999999999996,yes,no,no,2
35.99999999999999,no,539.0000000000002,yes,yes,no,3
51.00000000000001,no,0.0,yes,no,no,2
40.00000000000002,no,0.0,no,no,no,1
41.99999999999998,no,489.99999999999943,yes,no,no,2
51.00000000000001,no,0.0,yes,no,no,2
47.99999999999997,no,160.99999999999994,yes,no,no,2
32.000000000000014,no,2557.9999999999945,no,no,no,1
31.0,no,97.9999999999999,yes,no,no,2
55.00000000000002,no,115.00000000000009,no,no,no,1
40.00000000000002,no,435.99999999999955,yes,no,no,2
46.999999999999986,no,831.0000000000001,yes,no,no,2
40.999999999999986,no,290.0000000000001,yes,no,no,2
47.99999999999997,no,0.9999999999999989,no,no,no,1
30.0,no,-457.00000000000017,yes,no,no,2
58.000000000000014,no,1387.0000000000005,yes,no,no,2
45.0,no,24598.000000000004,yes,no,no,2
48.99999999999997,no,29.999999999999986,yes,no,no,2
41.99999999999998,no,1022.0000000000005,yes,no,no,2
53.00000000000001,no,56.00000000000001,yes,yes,no,3
51.00000000000001,yes,-1.9999999999999982,no,no,no,1
32.000000000000014,no,121.00000000000013,yes,no,no,2
40.999999999999986,no,842.0000000000007,yes,no,no,2
42.99999999999999,no,692.9999999999995,yes,no,no,2
40.00000000000002,no,-332.99999999999983,yes,no,no,2
50.0,no,1532.999999999997,yes,no,no,2
33.99999999999999,no,45.99999999999997,yes,no,no,2
45.0,no,44.000000000000036,yes,no,no,2
39.0,no,-100.00000000000003,yes,no,no,2
44.000000000000014,no,510.0,yes,no,no,2
55.00000000000002,no,685.0000000000003,yes,no,no,2
45.99999999999999,no,187.0,yes,no,no,2
45.0,no,66.00000000000004,yes,no,no,2
33.99999999999999,no,560.0000000000003,yes,no,no,2
35.99999999999999,no,0.0,yes,no,no,2
31.0,no,12.000000000000012,yes,no,no,2
44.000000000000014,no,33.999999999999964,yes,no,no,2
33.00000000000001,no,1068.000000000001,yes,no,no,2
40.00000000000002,no,210.99999999999997,yes,no,no,2
45.99999999999999,no,377.0000000000001,yes,no,no,2
47.99999999999997,no,262.99999999999994,yes,no,no,2
41.99999999999998,no,1263.0000000000027,yes,no,no,2
26.999999999999996,no,8.000000000000009,yes,no,no,2
47.99999999999997,no,125.99999999999999,yes,yes,no,3
58.999999999999986,no,230.00000000000014,yes,no,no,2
45.99999999999999,no,840.9999999999991,yes,no,no,2
37.99999999999999,no,308.0000000000004,yes,no,no,2
42.99999999999999,no,0.9999999999999989,yes,no,no,2
37.99999999999999,no,86.0,yes,no,no,2
23.000000000000004,no,156.9999999999999,yes,no,no,2
33.99999999999999,no,21.99999999999998,yes,no,no,2
37.99999999999999,no,45.99999999999997,yes,yes,no,3
36.99999999999999,no,1292.9999999999995,no,no,no,1
25.000000000000004,no,122.00000000000006,yes,no,no,2
48.99999999999997,no,143.00000000000014,yes,no,no,2
37.99999999999999,no,393.00000000000006,no,no,no,1
42.99999999999999,no,97.9999999999999,yes,no,no,2
33.00000000000001,no,0.0,yes,no,no,2
55.00000000000002,no,224.0,yes,no,no,2
37.99999999999999,no,757.0000000000014,yes,no,no,2
48.99999999999997,no,244.99999999999991,yes,yes,no,3
40.00000000000002,no,8485.999999999998,no,no,no,1
37.99999999999999,no,20.0,yes,no,no,2
58.000000000000014,no,1667.0000000000005,yes,yes,no,3
32.000000000000014,no,10.000000000000007,yes,no,no,2
56.00000000000001,no,830.000000000001,yes,yes,no,3
60.00000000000001,no,545.0000000000001,yes,no,no,2
36.99999999999999,no,8730.000000000016,yes,no,no,2
45.99999999999999,no,477.0000000000002,yes,no,no,2
26.999999999999996,no,3.9999999999999973,yes,no,no,2
42.99999999999999,no,1205.0000000000016,yes,no,no,2
32.000000000000014,no,0.0,yes,yes,no,3
40.00000000000002,no,262.99999999999994,yes,no,no,2
37.99999999999999,no,0.9999999999999989,no,no,no,1
33.99999999999999,no,283.0000000000003,no,yes,no,0
46.999999999999986,no,206.0000000000001,yes,no,no,2
41.99999999999998,no,17.000000000000014,yes,no,no,2
47.99999999999997,no,141.00000000000014,yes,yes,no,3
29.000000000000004,no,15.999999999999993,yes,no,no,2
50.0,no,206.0000000000001,yes,no,no,2
50.0,no,0.0,no,no,no,1
58.000000000000014,no,0.0,no,no,no,1
45.99999999999999,no,1927.0,yes,no,no,2
37.99999999999999,no,283.99999999999983,yes,no,no,2
45.99999999999999,no,1660.0000000000002,yes,no,no,2
32.000000000000014,no,405.99999999999983,yes,no,no,2
51.00000000000001,no,230.00000000000014,yes,no,no,2
39.0,no,-25.000000000000004,yes,no,no,2
47.99999999999997,no,181.99999999999991,yes,no,no,2
35.99999999999999,no,1169.0000000000005,yes,no,no,2
33.99999999999999,no,67.00000000000007,yes,no,no,2
40.00000000000002,no,77.00000000000007,no,no,no,1
42.99999999999999,no,0.0,yes,no,no,2
52.00000000000001,no,55.00000000000002,yes,yes,no,3
33.00000000000001,yes,72.00000000000006,yes,no,no,2
48.99999999999997,no,163.0000000000002,yes,no,no,2
32.000000000000014,no,151.0,yes,no,no,2
39.0,no,112.99999999999993,yes,no,no,2
40.00000000000002,no,0.0,yes,no,no,2
37.99999999999999,no,8.99999999999999,yes,no,no,2
42.99999999999999,no,375.00000000000006,yes,no,no,2
39.0,no,1142.0000000000007,yes,no,no,2
54.000000000000014,no,2102.0000000000005,yes,no,no,2
37.99999999999999,no,4324.999999999999,yes,no,no,2
40.00000000000002,no,216.99999999999997,yes,no,no,2
55.00000000000002,no,130.99999999999997,yes,no,no,2
41.99999999999998,no,1679.999999999999,yes,no,no,2
39.0,no,0.0,yes,no,no,2
40.00000000000002,no,45.99999999999997,yes,no,no,2
32.000000000000014,no,320.0,yes,no,no,2
55.00000000000002,no,182.9999999999999,yes,no,no,2
45.0,no,39.000000000000014,no,no,no,1
35.0,no,560.0000000000003,yes,no,no,2
58.000000000000014,no,469.00000000000006,no,no,no,1
35.0,no,529.9999999999995,yes,no,no,2
48.99999999999997,no,61.000000000000064,yes,no,no,2
33.99999999999999,no,242.00000000000017,yes,no,no,2
35.99999999999999,no,139.00000000000006,yes,no,no,2
23.999999999999996,no,0.0,yes,no,no,2
33.99999999999999,no,367.00000000000045,yes,no,no,2
51.00000000000001,no,228.00000000000048,yes,no,no,2
32.000000000000014,no,309.9999999999994,yes,no,no,2
50.0,no,797.000000000001,yes,no,no,2
40.00000000000002,no,70.99999999999994,no,no,no,1
36.99999999999999,no,230.99999999999997,yes,yes,no,3
33.99999999999999,no,270.00000000000006,yes,yes,no,3
44.000000000000014,no,273.9999999999999,yes,yes,no,3
40.00000000000002,no,-109.00000000000004,yes,yes,no,3
36.99999999999999,no,0.9999999999999989,yes,no,no,2
33.00000000000001,yes,-60.00000000000001,no,no,no,1
35.0,no,89.0,yes,no,no,2
58.000000000000014,no,-10.999999999999995,no,no,no,1
39.0,no,0.0,yes,no,no,2
42.99999999999999,no,-508.9999999999999,yes,no,no,2
39.0,no,408.00000000000017,yes,no,no,2
35.99999999999999,no,58.000000000000014,yes,no,no,2
56.999999999999986,no,1640.0000000000005,no,yes,no,0
35.99999999999999,no,20.0,yes,no,no,2
50.0,no,70.99999999999994,yes,no,no,2
55.00000000000002,no,51.999999999999936,yes,no,no,2
44.000000000000014,no,291.99999999999983,yes,no,no,2
44.000000000000014,no,424.0000000000005,yes,no,no,2
39.0,no,109.00000000000023,yes,no,no,2
39.0,no,982.999999999999,yes,no,no,2
33.99999999999999,no,869.0000000000009,no,no,no,1
40.00000000000002,no,668.0000000000002,yes,no,no,2
50.0,no,963.9999999999984,yes,no,no,2
31.0,no,300.9999999999998,yes,no,no,2
36.99999999999999,no,140.00000000000003,yes,no,no,2
39.0,no,1877.0000000000002,yes,no,no,2
51.00000000000001,no,1127.0000000000005,yes,no,no,2
40.999999999999986,no,870.9999999999992,yes,no,no,2
40.999999999999986,no,766.9999999999987,yes,yes,no,3
42.99999999999999,no,0.0,no,no,no,1
30.0,no,208.99999999999977,yes,no,no,2
54.000000000000014,no,0.0,no,no,no,1
42.99999999999999,no,109.99999999999997,yes,yes,no,3
58.999999999999986,no,-76.00000000000001,yes,yes,no,3
40.00000000000002,no,-65.99999999999997,yes,no,no,2
32.000000000000014,no,0.0,yes,no,no,2
29.000000000000004,no,0.9999999999999989,yes,no,no,2
35.99999999999999,no,0.0,yes,no,no,2
55.00000000000002,no,5344.999999999995,no,no,no,1
30.0,no,-208.99999999999994,yes,no,no,2
39.0,no,0.0,yes,no,no,2
39.0,no,41.99999999999996,yes,no,no,2
50.0,no,40.999999999999986,yes,no,no,2
44.000000000000014,no,-99.00000000000004,yes,no,no,2
36.99999999999999,no,17.000000000000014,yes,no,no,2
45.99999999999999,no,276.0000000000002,yes,yes,no,3
36.99999999999999,no,230.00000000000014,yes,yes,no,3
29.000000000000004,no,8.99999999999999,yes,no,no,2
40.999999999999986,no,946.0000000000008,yes,no,no,2
45.0,no,1297.0000000000007,yes,no,no,2
56.999999999999986,no,-330.9999999999999,yes,no,no,2
47.99999999999997,no,44.000000000000036,yes,no,no,2
60.00000000000001,yes,14.999999999999998,no,no,no,1
26.0,no,711.9999999999987,yes,no,no,2
58.000000000000014,no,5434.999999999999,yes,no,no,2
33.99999999999999,no,506.99999999999915,yes,no,no,2
55.00000000000002,no,387.00000000000006,yes,no,no,2
40.999999999999986,no,0.0,yes,yes,no,3
50.0,no,1716.000000000002,yes,no,no,2
48.99999999999997,no,167.0000000000001,yes,yes,no,3
44.000000000000014,no,147.9999999999999,yes,no,no,2
31.0,no,17.000000000000014,yes,yes,no,3
33.99999999999999,no,1011.0000000000011,yes,no,no,2
41.99999999999998,no,744.0000000000008,no,no,no,1
52.00000000000001,no,483.9999999999996,yes,no,no,2
29.000000000000004,no,0.0,yes,no,no,2
53.00000000000001,no,136.00000000000003,yes,no,no,2
42.99999999999999,no,1334.9999999999984,yes,no,no,2
37.99999999999999,no,516.9999999999994,yes,no,no,2
45.99999999999999,no,458.9999999999997,yes,no,no,2
30.0,no,82.9999999999999,yes,yes,no,3
44.000000000000014,no,213.0000000000003,no,no,no,1
31.0,no,202.99999999999994,yes,no,no,2
41.99999999999998,no,518.0000000000003,yes,no,no,2
40.00000000000002,no,3876.9999999999977,yes,no,no,2
52.00000000000001,no,1235.9999999999995,yes,no,no,2
45.0,no,756.0000000000005,yes,no,no,2
47.99999999999997,no,156.9999999999999,yes,no,no,2
45.0,no,-65.99999999999997,yes,no,no,2
33.99999999999999,no,-143.99999999999997,yes,no,no,2
45.99999999999999,no,70.99999999999994,yes,no,no,2
48.99999999999997,no,505.00000000000057,yes,no,no,2
50.0,no,248.99999999999946,yes,no,no,2
33.99999999999999,no,0.0,yes,no,no,2
40.00000000000002,no,10.999999999999995,yes,no,no,2
35.99999999999999,no,638.9999999999999,yes,no,no,2
45.0,no,82.00000000000003,yes,no,no,2
35.99999999999999,no,107.00000000000003,yes,no,no,2
56.00000000000001,no,472.9999999999998,yes,no,no,2
41.99999999999998,no,372.0000000000008,yes,yes,no,3
30.0,no,45.99999999999997,yes,no,no,2
30.0,no,33.999999999999964,yes,no,no,2
33.00000000000001,no,-10.000000000000007,yes,no,no,2
35.99999999999999,no,-105.99999999999996,yes,no,no,2
39.0,no,471.0000000000007,yes,no,no,2
56.00000000000001,no,778.0,yes,no,no,2
41.99999999999998,no,314.9999999999995,yes,no,no,2
52.00000000000001,no,3165.0000000000005,no,no,no,1
35.99999999999999,no,130.99999999999997,yes,no,no,2
35.0,yes,204.00000000000043,yes,no,no,2
46.999999999999986,no,82.9999999999999,yes,no,no,2
58.999999999999986,no,0.0,yes,yes,no,3
56.999999999999986,no,5430.999999999993,yes,yes,no,3
45.99999999999999,no,-125.0,yes,no,no,2
33.99999999999999,no,0.0,no,no,no,1
28.000000000000004,no,5090.000000000012,yes,no,no,2
56.00000000000001,no,1602.000000000002,yes,no,no,2
40.999999999999986,yes,-137.00000000000006,yes,yes,no,3
54.000000000000014,no,193.0000000000002,no,no,no,1
61.00000000000001,no,195.00000000000009,yes,yes,no,3
53.00000000000001,no,287.9999999999998,no,no,no,1
46.999999999999986,no,19.000000000000014,yes,no,no,2
53.00000000000001,no,25.000000000000004,yes,no,no,2
45.99999999999999,no,216.00000000000023,yes,no,no,2
39.0,no,190.0,yes,yes,no,3
56.00000000000001,no,99.00000000000004,yes,no,no,2
55.00000000000002,no,2298.0000000000023,yes,no,no,2
44.000000000000014,no,17.000000000000014,yes,no,no,2
36.99999999999999,no,0.0,yes,no,no,2
35.0,no,0.0,yes,no,no,2
55.00000000000002,no,840.0000000000009,yes,no,no,2
36.99999999999999,no,357.9999999999996,yes,no,no,2
30.0,no,0.0,yes,no,no,2
36.99999999999999,no,-325.00000000000034,yes,yes,no,3
35.99999999999999,no,-14.999999999999998,yes,no,no,2
37.99999999999999,no,581.0000000000008,yes,no,no,2
40.999999999999986,no,4070.0000000000023,yes,no,no,2
47.99999999999997,no,73.99999999999997,no,yes,no,0
55.00000000000002,no,141.00000000000014,yes,no,no,2
28.000000000000004,no,89.0,no,no,no,1
54.000000000000014,yes,0.0,yes,no,no,2
30.0,no,450.0000000000001,no,no,no,1
47.99999999999997,no,309.9999999999994,no,no,no,1
31.0,no,0.0,yes,no,no,2
37.99999999999999,no,384.00000000000085,yes,no,no,2
